,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
84,Multilogin,CyberTech,"B2B, B2C",21,? 148.6K,? 2.7M,2015,http://multilogin.com
85,Auve,Transportation,"B2B,",32,? 143.3K,? 62.1K,2017,auve.tech
86,,& Logistics,B2B2C,,,,,
87,Change Invest,FinTech,B2C,32,? 139.6K,? 121.3K,2016,www.changeinvest.com
88,Burfa,CyberTech,-,22,? 138K,? 3.7M,2013,https://burfa.com/
89,Hepta,CleanTech,B2B,30,? 124.4K,? 228.6K,2017,https://heptaairborne.com
90,Funderbeam.,FinTech,"B2C,",20,? 122.9K,? 365K,2013,www.funderbeam.com
91,,,B2B2C,,,,,
92,Messente,CyberTech,B2B,20,? 120.9K,? 4.4M,2013,www.messente.com
93,Communications,,,,,,,
94,Moss Estonia,FinTech,B2B,17,? 120.5K,? 472.3K,2021,https://en.getmoss.com/
95,Bob W,TravelTech,"B2B, B2C",29,? 119.9K,? 152.8K,2018,bobw.co
96,MRP Easy,Business,B2B,24,? 119.2K,? 836K,2014,www.mrpeasy.com
97,,software & HR,,,,,,
98,Deel,Business,"B2B,",27,? 118.4K,? 308.5K,2021,https://www.letsdeel.com/
99,,software & HR,B2B2C,,,,,
100,SkySelect,Transportation,B2B,16,? 117K,? 397.3K,2017,www.skyselect.com
101,,& Logistics,,,,,,
102,PowerUp Fuel Cells OU,CleanTech,"B2B,",37,? 115.2K,? 97.7K,2016,https://powerup-tech.com
103,,,B2B2C,,,,,
104,Jobbatical,Business,B2B2C,22,? 112.8K,? 911.1K,2014,https://jobbatical.com/
105,,software & HR,,,,,,
106,EyeVi Technologies,Transportation,B2B,37,? 112.4K,? 127.7K,2020,https://www.eyevi.tech
107,,& Logistics,,,,,,
108,NEXD,AdTech &,"B2B,",18,? 106.7K,? 334.5K,2015,https://nexd.com
109,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
110,,,model,count 1Q,taxes 1Q,1Q,founded,
111,Lingvist,EdTech,B2C,19,? 105.4K,? 753.3K,2013,http://lingvist.io/
112,Car Rental Gateway,TravelTech,B2B,33,? 105K,? 372K,2016,https://www.carrentalgateway.com/
113,,,,,,,,titanium-mobility/
114,meetFrank,Business,"B2B,",18,? 97.3K,? 507.5K,2017,https://www.meetfrank.com/
115,,software & HR,B2B2C,,,,,
116,CoinMetro Group OU,FinTech,"C2C, B2C",22,? 94K,? 20.6K,2018,https://coinmetro.com/
117,Evocon OU,Advanced,B2B,21,? 91.9K,? 857.5K,2016,www.evocon.com
118,,Manufacturing,,,,,,
119,,& Industry,,,,,,
120,Agrello,Business,"B2B, B2C,",13,? 90.9K,? 13K,2017,https://www.agrello.io
121,,software & HR,B2B2C,,,,,
122,Outvio OU,Business,B2B2C,29,? 90K,? 436.3K,2017,https://outvio.com
123,,software & HR,,,,,,
124,Polybius,FinTech,B2C,14,? 89.7K,? 296.9K,2018,https://osom.finance
125,Shopz.com,Consumer,B2B,18,? 89.1K,? 265.2K,2020,www.shopz.com
126,,products and,,,,,,
127,,services,,,,,,
128,R8 TECHNOLOGIES,PropTech &,B2B,22,? 89K,? 257.5K,2017,https://r8tech.io/
129,,Construction,,,,,,
130,Qminder,Business,B2B,15,? 87K,? 331.7K,2011,qminder.com
131,,software & HR,,,,,,
132,Agileworks,Business,-,23,? 85.6K,? 351K,2011,https://www.agileworks.eu/
133,,software & HR,,,,,,
134,MINDTITAN,Business,B2B,30,? 84.4K,? 301.9K,2016,www.mindtitan.com
135,,software & HR,,,,,,
136,Planet42,FinTech,"B2C,",10,? 83.4K,? 86.5K,2017,www.planet42.com
137,,,B2B2C,,,,,
138,Pocopay,FinTech,-,11,? 81.2K,? 223.4K,2014,http://www.pocopay.com/
139,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
140,,,model,count 1Q,taxes 1Q,1Q,founded,
141,Guardarian OU,FinTech,"B2B, B2C,",10,? 81.1K,? 628.2K,2017,guardarian.com
142,,,B2B2C,,,,,
143,Emphy,TravelTech,-,39,? 78.7K,? 1.6K,2017,https://emphy.io/
144,Snackable,Communication,-,11,? 75.9K,? 832.4K,2019,https://www.snackable.ai/
145,Area9 Rhapsode,EdTech,"B2B, B2G,",22,? 75.4K,? 198.7K,2021,https://area9lyceum.com
146,,,B2B2C,,,,,
147,Viveo Health,"HealthTech, Life","B2B, B2C",11,? 74.7K,-,2017,www.viveohealth.com
148,,sciences &,,,,,,
149,,Wellness,,,,,,
150,GlobalReader,Advanced,B2B,17,? 74K,? 292.2K,2014,www.globalreader.eu
151,,Manufacturing,,,,,,
152,,& Industry,,,,,,
153,SportID,"HealthTech, Life","B2B, B2C",21,? 73.7K,? 338.9K,2012,www.stebby.eu
154,,sciences &,,,,,,
155,,Wellness,,,,,,
156,Bikeep,Transportation,"B2B, B2G,",26,? 73.3K,? 229.5K,2012,http://bikeep.com
157,,& Logistics,B2B2C,,,,,
158,Fusebox,CleanTech,"B2B,",11,? 73.3K,? 119.4K,2014,www.fusebox.energy
159,,,B2B2C,,,,,
160,SensusQ,Communication,B2G,10,? 72.1K,? 12.7K,2020,www.sensusq.com
161,Remato,PropTech &,B2B,15,? 70.9K,? 167.3K,2018,https://remato.com
162,,Construction,,,,,,
163,Bisly,PropTech &,B2B,13,? 68K,? 454.4K,2011,www.bisly.com
164,,Construction,,,,,,
165,1oT,Communication,B2B,20,? 67.7K,? 685.8K,2016,http://1oT.com/
166,self-driving ELMO Rent,Transportation,"B2B, B2C,",20,? 67.7K,? 220.1K,2017,www.elmorent.ee
167,,& Logistics,B2B2C,,,,,
168,Weekdone,Business,B2B,15,? 67.3K,? 212.4K,2012,weekdone.com
169,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
170,,,model,count 1Q,taxes 1Q,1Q,founded,
171,,software & HR,,,,,,
172,NodeSWAT,Business,-,18,? 66.3K,? 362.8K,2012,https://nodeswat.com/
173,,software & HR,,,,,,
174,Opiq,EdTech,"B2B,",19,? 65.6K,? 614.1K,2013,http://www.opiq.ee
175,,,B2B2C,,,,,
176,Resys,FinTech,-,7,? 65.5K,? 111.6K,2016,http://www.resys.io/
177,Smaily email marketing,Business,"B2C,",12,? 65.4K,? 300K,2015,https://smaily.com
178,and automation,software & HR,B2B2C,,,,,
179,ESTO,FinTech,B2B2C,52,? 65.3K,? 225.8K,2017,https://esto.ee
180,Atomic Wallet,FinTech,B2C,5,? 65.2K,? 3M,2018,https://atomicwallet.io/
181,Synctuition OU,"HealthTech, Life","B2B, B2C",18,? 65K,? 1.6M,2016,www.synctuition.com
182,,sciences &,,,,,,
183,,Wellness,,,,,,
184,Nevercode,Business,B2B,12,? 64.4K,? 42.9K,2015,https://codemagic.io
185,,software & HR,,,,,,
186,GScan,Advanced,B2G,22,? 63.1K,? 34K,2018,https://gscan.eu
187,,Manufacturing,,,,,,
188,,& Industry,,,,,,
189,Credy,FinTech,B2C,11,? 63K,? 1.7M,2015,www.credy.com
190,Outfunnel,AdTech &,B2B,10,? 62.6K,? 182.3K,2018,https://outfunnel.com
191,,Creative Tech,,,,,,
192,Uku,Consumer,"B2B,",16,? 62.3K,? 386.8K,2017,getuku.com
193,,products and,B2B2C,,,,,
194,,services,,,,,,
195,Wolf3D,Gaming,"B2B,",12,? 60.7K,? 88.7K,2014,www.wolf3d.io
196,,,B2B2C,,,,,
197,Ignium,FinTech,"B2B,",14,? 60.3K,? 12.7K,2019,www.ignium.io
198,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
199,,,model,count 1Q,taxes 1Q,1Q,founded,
200,Bercman Technologies,CleanTech,"B2B, B2G",17,? 60K,? 86.7K,2016,www.bercman.com
201,Warren,Communication,"B2B,",10,? 59.2K,? 110.4K,2012,https://warren.io
202,,,B2B2C,,,,,
203,HUUM,Consumer,-,27,? 59K,? 1.6M,2013,http://huum.eu/
204,,products and,,,,,,
205,,services,,,,,,
206,Vok Bikes,Transportation,"B2B,",29,? 56.1K,? 98K,2019,https://www.vokbikes.com/
207,,& Logistics,B2B2C,,,,,
208,Paywerk,FinTech,"B2B, B2C,",6,? 55.2K,? 69.8K,2021,https://paywerk.co
209,,,B2B2C,,,,,
210,Teamscope,Business,B2B,6,? 53.9K,? 61.3K,2015,https://teamscope.io
211,,software & HR,,,,,,
212,Fyma OU,PropTech &,"B2B, B2G",10,? 53K,? 10.6K,2017,www.fyma.ai
213,,Construction,,,,,,
214,UpSteam,CleanTech,"B2B, B2C",12,? 51.3K,? 155.5K,2017,https://www.upsteam.ee/eng.html
215,Spaceit,SpaceTech,"B2B,",10,? 51.1K,? 91.4K,2015,https://www.spaceit.eu/
216,,,B2B2C,,,,,
217,Sentinel,CyberTech,"B2B, B2G",12,? 50.7K,? 522.5K,2018,https://thesentinel.ai
218,Rendin,PropTech &,"B2C,",14,? 50.3K,? 8.6K,2019,www.rendin.co
219,,Construction,B2B2C,,,,,
220,Laava Tech (previously,AgTech &,"B2B, B2C,",12,? 50K,? 6.2K,2017,laavatech.com
221,ArtiSun),FoodTech,B2B2C,,,,,
222,Digital Sputnik,AdTech &,"B2B, B2C",8,? 48.9K,? 205K,2014,www.digitalsputnik.com
223,,Creative Tech,,,,,,
224,Clickwork Games,Gaming,-,11,? 48.3K,? 437.1K,2019,https://clickworkgames.com/
225,Fintech-Market,FinTech,"B2B,",11,? 47.7K,? 215.7K,2018,https://www.fintech-market.com
226,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
227,,,model,count 1Q,taxes 1Q,1Q,founded,
228,BASIS ID,CyberTech,"B2B, B2C",13,? 46.7K,? 4.5K,2016,https://basisid.com
229,MotherLink,AdTech &,B2B,13,? 46.6K,? 725.1K,2017,https://motherlink.io
230,,Creative Tech,,,,,,
231,Clanbeat,EdTech,"B2B, B2G",8,? 45.2K,? 4K,2018,clanbeat.com
232,KappaZeta,SpaceTech,"B2B, B2G",16,? 44.9K,? 158.7K,2015,www.kappazeta.ee
233,Eurostep Digital,FinTech,B2B,5,? 44K,? 48.8K,2017,www.eurostepdigital.com
234,LightCode Photonics,Advanced,B2B,17,? 43.8K,? 869,2020,www.lightcodephotonics.com
235,,Manufacturing,,,,,,
236,,& Industry,,,,,,
237,UBIK Solutions,CleanTech,"B2B, B2C,",1,? 43.8K,? 28.5K,2011,www.ubiksolutions.eu
238,,,B2B2C,,,,,
239,Overstep by Gamecan,Gaming,"B2B, B2C",20,? 42.9K,? 166.5K,2015,www.overstepgame.com
240,Respiray,"HealthTech, Life","B2B, B2C",13,? 42.6K,? 76.6K,2020,www.respiray.com
241,,sciences &,,,,,,
242,,Wellness,,,,,,
243,Yaga,Consumer,C2C,9,? 42.2K,? 206.8K,2017,yaga.co.za
244,,products and,,,,,,
245,,services,,,,,,
246,FoodDocs,AgTech &,B2B,15,? 41.8K,? 125.1K,2017,www.fooddocs.com
247,,FoodTech,,,,,,
248,Medihub,"HealthTech, Life",B2B,21,? 40.5K,? 783,2015,https://medihub.me/en
249,,sciences &,,,,,,
250,,Wellness,,,,,,
251,Haut.AI,"HealthTech, Life","B2B,",5,? 40.1K,? 188.3K,2018,https://haut.ai/
252,,sciences &,B2B2C,,,,,
253,,Wellness,,,,,,
254,Bankish,FinTech,B2B,7,? 39.7K,? 116.6K,2017,www.bankish.eu
255,ParcelSea,Transportation,"B2B, B2C,",7,? 39.2K,? 52.6K,2020,https://parcelsea.com/en
256,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
257,,,model,count 1Q,taxes 1Q,1Q,founded,
258,,& Logistics,B2B2C,,,,,
259,Brightspark,Business,B2B,9,? 38.6K,? 37.9K,2011,https://lexi.market
260,,software & HR,,,,,,
261,Solarstone,CleanTech,"B2B, B2C,",30,? 38.3K,? 466.5K,2015,https://solarstone.com
262,,,B2B2C,,,,,
263,Advendor,AdTech &,-,10,? 37.8K,? 530.3K,2014,https://advendor.net/
264,,Creative Tech,,,,,,
265,Find Fashion,AdTech &,B2B,15,? 37.5K,? 58K,2019,find.fashion
266,,Creative Tech,,,,,,
267,Woola,CleanTech,B2B,13,? 37.3K,? 26.2K,2020,woola.xyz
268,Avokaado,Business,"B2B, B2C",9,? 36.5K,? 144.6K,2015,www.avokaado.com
269,,software & HR,,,,,,
270,Nobe Cars,Advanced,"B2B, B2G,",8,? 35.8K,? 32.9K,2017,www.mynobe.com
271,,Manufacturing,C2C,,,,,
272,,& Industry,,,,,,
273,voog,Business,-,8,? 34.9K,? 164K,2011,https://www.voog.com/en
274,,software & HR,,,,,,
275,Timbeter,Advanced,-,14,? 34.9K,? 201.1K,2013,http://www.timbeter.com/
276,,Manufacturing,,,,,,
277,,& Industry,,,,,,
278,Mekl,Business,B2B,6,? 34.8K,? 331.5K,2019,https://www.mekl.io/
279,,software & HR,,,,,,
280,Bidrento,PropTech &,B2B,9,? 34.2K,? 23.5K,2019,https://bidrento.com/
281,,Construction,,,,,,
282,Devolon,FinTech,"B2B, B2C",8,? 34.1K,? 377.3K,2014,-
283,HIGH MOBILITY,Transportation,B2B2C,6,? 33.6K,? 110.7K,2013,https://high-mobility.com/
284,,& Logistics,,,,,,
285,Degritter,Consumer,B2B2C,13,? 33.2K,? 808.3K,2015,https://degritter.com
286,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
287,,,model,count 1Q,taxes 1Q,1Q,founded,
288,,products and,,,,,,
289,,services,,,,,,
290,99math,EdTech,"B2C,",10,? 33.1K,-,2019,www.99math.com
291,,,B2B2C,,,,,
292,FeelingStream,Business,"B2B,",22,? 33.1K,? 125.3K,2015,https://www.feelingstream.com
293,,software & HR,B2B2C,,,,,
294,Autobahn,Transportation,"B2B,",4,? 32.5K,? 96K,2013,www.autobahn.tech
295,,& Logistics,B2B2C,,,,,
296,Lightyear,FinTech,-,4,? 32.1K,-,2021,https://golightyear.com/
297,FleetGuru,Business,B2B,5,? 31.9K,? 12.9K,2020,fleetguru.app
298,,software & HR,,,,,,
299,Sentinel dVPN,CyberTech,B2C,6,? 31.8K,? 194.3K,2021,https://sentinel.co
300,Fairown,FinTech,B2B,9,? 31.6K,-,2018,www.fairown.com
301,Blockhive,FinTech,-,1,? 31.3K,? 36K,2017,http://blockhive.ee/
302,Coursy.io,Business,"B2B, B2G,",5,? 31.3K,? 72K,2019,https://www.coursy.io/
303,,software & HR,B2B2C,,,,,
304,Scanbro,Advanced,B2B,6,? 30.7K,? 29K,2017,https://scanbro.com
305,,Manufacturing,,,,,,
306,,& Industry,,,,,,
307,Eziil Production,Advanced,B2B,10,? 30.4K,? 99.9K,2016,www.eziil.com
308,Intelligence OU,Manufacturing,,,,,,
309,,& Industry,,,,,,
310,PARSIQ,FinTech,"B2B, B2C",9,? 29.9K,? 838.4K,2018,https://www.parsiq.net/
311,So.Fa.Dog,AdTech &,"B2B,",5,? 29.4K,? 16.4K,2020,https://so.fa.dog
312,,Creative Tech,B2B2C,,,,,
313,BLE Locking,Consumer,"B2B, B2C,",3,? 29K,? 72K,2018,www.blelocking.com
314,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
315,,,model,count 1Q,taxes 1Q,1Q,founded,
316,DriveX,Transportation,"B2B,",7,? 28.7K,? 72.4K,2019,www.drivex.ee
317,,& Logistics,B2B2C,,,,,
318,Fitlap OU,"HealthTech, Life",B2C,7,? 28.6K,? 225.3K,2015,https://fitlap.ee
319,,sciences &,,,,,,
320,,Wellness,,,,,,
321,upitech,"HealthTech, Life",-,-,? 28.4K,? 216.6K,2014,http://www.upitech.ee/
322,,sciences &,,,,,,
323,,Wellness,,,,,,
324,Mediamodifier,AdTech &,"B2B, B2C,",10,? 28.4K,? 117.9K,2019,https://mediamodifier.com
325,,Creative Tech,B2B2C,,,,,
326,DefSecIntel,CyberTech,"B2B, B2G",6,? 28.2K,? 348.8K,2018,www.defsecintel.com
327,Thinnect,Communication,B2B,16,? 28K,? 150.2K,2015,www.thinnect.com
328,Cachet,FinTech,B2B2C,5,? 27.4K,? 138.3K,2018,www.cachet.me
329,Gridio,CleanTech,"B2C,",7,? 27.3K,? 21.6K,2018,https://gridio.io/en
330,,,B2B2C,,,,,
331,Rexplorer,CleanTech,"B2B, B2C",7,? 27.2K,? 45.6K,2020,https://www.rexplorer.ee/
332,ViisTek Media OU,AdTech &,"B2C,",7,? 27.2K,? 146.4K,2012,http://www.viistek.com/
333,,Creative Tech,B2B2C,,,,,
334,Antegenes,"HealthTech, Life","B2B, B2C,",10,? 27K,? 7.3K,2018,www.antegenes.com
335,,sciences &,B2B2C,,,,,
336,,Wellness,,,,,,
337,REBELROAM OU,CyberTech,"B2B,",7,? 27K,? 327.7K,2015,www.rebelroam.com
338,,,B2B2C,,,,,
339,EFENCO,CleanTech,B2B,7,? 27K,? 52.5K,2015,efenco.eu
340,Promoty,AdTech &,B2B,7,? 26.7K,? 270.9K,2017,https://www.promoty.io
341,,Creative Tech,,,,,,
342,Citybee,Transportation,B2C,12,? 26.6K,? 1.4M,2019,www.citybee.ee
343,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
344,,,model,count 1Q,taxes 1Q,1Q,founded,
345,Modash,AdTech &,B2B,8,? 26K,? 290.5K,2018,https://www.modash.io/
346,,Creative Tech,,,,,,
347,IPDx,"HealthTech, Life","B2B, B2C",8,? 26K,? 67.8K,2017,www.ipdx.eu
348,,sciences &,,,,,,
349,,Wellness,,,,,,
350,ProBit Exchange,FinTech,"B2B, B2C",8,? 25.6K,-,2020,www.probit.com
351,Income,FinTech,"B2B, B2C",8,? 25.3K,? 125.6K,2020,www.getincome.com
352,Crowdestate,FinTech,"B2B, B2C",4,? 25.3K,? 333.3K,2019,www.crowdestate.eu
353,Moderan Solutions,PropTech &,B2B,7,? 24.7K,? 58.8K,2015,https://www.moderansolutions.com
354,,Construction,,,,,,
355,Liigu,TravelTech,B2C,12,? 24.7K,? 875.7K,2021,https://liigu.me
356,Airobot,CleanTech,"B2B, B2C",7,? 24.6K,? 239.3K,2013,www.airobot.ee
357,Companio (formerly Your,Business,B2B,8,? 24.4K,? 271.9K,2018,https://companio.co
358,Company In Estonia),software & HR,,,,,,
359,Superhands,CleanTech,"B2B, B2C,",12,? 24.2K,? 105.6K,2014,https://superhands.ee/en/
360,,,B2B2C,,,,,
361,Lydian,AdTech &,"B2B,",8,? 23.9K,? 65K,2018,getlydian.com
362,,Creative Tech,B2B2C,,,,,
363,Viseven,Business,-,5,? 23.6K,? 7.5M,2014,https://viseven.com
364,,software & HR,,,,,,
365,10Lines,Advanced,B2B,9,? 23.4K,? 7.3K,2019,www.10-lines.com
366,,Manufacturing,,,,,,
367,,& Industry,,,,,,
368,Mothership,FinTech,"B2B, B2C",2,? 23.2K,? 484,2017,https://mothership.cx
369,VIVITA International OU,EdTech,B2C,12,? 23.2K,? 69,2018,www.vivita.co
370,Hanse Digital Access,FinTech,B2B2C,5,? 23.1K,? 15.4K,2018,www.hansedigitalaccess.com
371,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
372,,,model,count 1Q,taxes 1Q,1Q,founded,
373,Elsavie,"HealthTech, Life","B2B, B2C",8,? 23K,? 82.7K,2020,www.elsavie.com
374,,sciences &,,,,,,
375,,Wellness,,,,,,
376,Machineric,Business,B2B,8,? 22.9K,? 14K,2020,https://machineric.com
377,,software & HR,,,,,,
378,Mikaels Lab,Business,-,4,? 22.3K,? 426.4K,2018,https://mikaels.com/
379,,software & HR,,,,,,
380,SoftComply,"HealthTech, Life",B2B,4,? 22.2K,? 155.9K,2016,https://softcomply.com/
381,,sciences &,,,,,,
382,,Wellness,,,,,,
383,RecruitLab,Business,"B2B, B2G",5,? 22.1K,? 42.7K,2020,https://recruitlab.co.uk
384,,software & HR,,,,,,
385,Kriptomat,FinTech,B2C,3,? 22.1K,? 555.5K,2018,https://kriptomat.io/
386,Envoice,FinTech,-,9,? 21.3K,? 98.2K,2015,https://envoice.eu/et/
387,Dermtest OU,"HealthTech, Life","B2B, B2G,",10,? 21.1K,? 31.7K,2013,www.dermtest.com
388,,sciences &,B2B2C,,,,,
389,,Wellness,,,,,,
390,Siffi,"HealthTech, Life","B2B,",7,? 21K,? 111.4K,2018,www.siffi.com
391,,sciences &,B2B2C,,,,,
392,,Wellness,,,,,,
393,Videolevels OU,Consumer,B2B,4,? 20.9K,? 139.9K,2016,www.videolevels.com
394,,products and,,,,,,
395,,services,,,,,,
396,LoQuiz,TravelTech,B2B,7,? 20.8K,? 108K,2011,loquiz.com
397,Patchstack,CyberTech,B2B,4,? 20.7K,? 72.2K,2017,https://www.patchstack.com/
398,Hygify,"HealthTech, Life","B2B,",8,? 20.7K,? 59.7K,2018,www.hygify.info
399,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
400,,,model,count 1Q,taxes 1Q,1Q,founded,
401,GuestJoy,TravelTech,"B2B,",6,? 20.7K,? 110K,2014,https://guestjoy.com/
402,,,B2B2C,,,,,
403,Gratitude Services,Consumer,"B2B, B2C",13,? 20.6K,? 17.8K,2019,https://gratitudeservices.com
404,,products and,,,,,,
405,,services,,,,,,
406,VideoCV OU,Business,B2B,7,? 20.3K,? 15.6K,2016,https://videocv.io/en
407,,software & HR,,,,,,
408,Parcelfellow,Transportation,B2B2C,12,? 19.7K,? 261.5K,2014,www.parcelfellows.com
409,,& Logistics,,,,,,
410,TEXTA OU,Communication,"B2B, B2G",10,? 19.6K,? 58K,2016,www.texta.ee
411,SPEAKLY,EdTech,"B2B, B2C",17,? 19.3K,? 143.9K,2018,https://www.speakly.me
412,Lokimo,TravelTech,B2B2C,3,? 19.3K,? 69.7K,2017,www.lokimo.ee
413,Yanu,Consumer,"B2B, B2C",5,? 19.2K,? 13.4K,2018,https://yanu.ai
414,,products and,,,,,,
415,,services,,,,,,
416,Saunum,Consumer,B2C,2,? 19.2K,? 31.4K,2014,www.saunum.com
417,,products and,,,,,,
418,,services,,,,,,
419,eID Easy,CyberTech,"B2B,",5,? 19.1K,? 19K,2016,https://eideasy.com
420,,,B2B2C,,,,,
421,Investly,FinTech,B2B,5,? 19.1K,? 59.3K,2014,https://investly.co
422,Aeon Must Die! by,Gaming,"B2B, B2C,",10,? 18.9K,? 519,2016,http://limestone-games.com
423,Limestone Games Plc,,B2B2C,,,,,
