,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
89,Funderbeam.,FinTech,"B2C,",20,? 122.9K,? 365K,2013,www.funderbeam.com
90,,,B2B2C,,,,,
91,Messente,CyberTech,B2B,20,? 120.9K,? 4.4M,2013,www.messente.com
92,Communications,,,,,,,
93,Moss Estonia,FinTech,B2B,17,? 120.5K,? 472.3K,2021,https://en.getmoss.com/
94,Bob W,TravelTech,"B2B, B2C",29,? 119.9K,? 152.8K,2018,bobw.co
95,MRP Easy,Business,B2B,24,? 119.2K,? 836K,2014,www.mrpeasy.com
96,,software & HR,,,,,,
97,Deel,Business,"B2B,",27,? 118.4K,? 308.5K,2021,https://www.letsdeel.com/
98,,software & HR,B2B2C,,,,,
99,SkySelect,Transportation,B2B,16,? 117K,? 397.3K,2017,www.skyselect.com
100,,& Logistics,,,,,,
101,PowerUp Fuel Cells OU,CleanTech,"B2B,",37,? 115.2K,? 97.7K,2016,https://powerup-tech.com
102,,,B2B2C,,,,,
103,Jobbatical,Business,B2B2C,22,? 112.8K,? 911.1K,2014,https://jobbatical.com/
104,,software & HR,,,,,,
105,EyeVi Technologies,Transportation,B2B,37,? 112.4K,? 127.7K,2020,https://www.eyevi.tech
106,,& Logistics,,,,,,
107,NEXD,AdTech &,"B2B,",18,? 106.7K,? 334.5K,2015,https://nexd.com
108,,Creative Tech,B2B2C,,,,,
109,Lingvist,EdTech,B2C,19,? 105.4K,? 753.3K,2013,http://lingvist.io/
110,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
111,,,model,count 3Q,taxes 3Q,3Q,founded,
112,Car Rental Gateway,TravelTech,B2B,33,? 105K,? 372K,2016,https://www.carrentalgateway.com/
113,,,,,,,,titanium-mobility/
114,Change Invest,FinTech,B2C,33,? 99.7K,? 36.1K,2016,www.changeinvest.com
115,meetFrank,Business,"B2B,",18,? 97.3K,? 507.5K,2017,https://www.meetfrank.com/
116,,software & HR,B2B2C,,,,,
117,CoinMetro Group OU,FinTech,"C2C, B2C",22,? 94K,? 20.6K,2018,https://coinmetro.com/
118,Evocon OU,Advanced,B2B,21,? 91.9K,? 857.5K,2016,www.evocon.com
119,,Manufacturing,,,,,,
120,,& Industry,,,,,,
121,Agrello,Business,"B2B, B2C,",13,? 90.9K,? 13K,2017,https://www.agrello.io
122,,software & HR,B2B2C,,,,,
123,Outvio OU,Business,B2B2C,29,? 90K,? 436.3K,2017,https://outvio.com
124,,software & HR,,,,,,
125,Polybius,FinTech,B2C,14,? 89.7K,? 296.9K,2018,https://osom.finance
126,Shopz.com,Consumer,B2B,18,? 89.1K,? 265.2K,2020,www.shopz.com
127,,products and,,,,,,
128,,services,,,,,,
129,R8 TECHNOLOGIES,PropTech &,B2B,22,? 89K,? 257.5K,2017,https://r8tech.io/
130,,Construction,,,,,,
131,Qminder,Business,B2B,15,? 87K,? 331.7K,2011,qminder.com
132,,software & HR,,,,,,
133,Agileworks,Business,-,23,? 85.6K,? 351K,2011,https://www.agileworks.eu/
134,,software & HR,,,,,,
135,MINDTITAN,Business,B2B,30,? 84.4K,? 301.9K,2016,www.mindtitan.com
136,,software & HR,,,,,,
137,Planet42,FinTech,"B2C,",10,? 83.4K,? 86.5K,2017,www.planet42.com
138,,,B2B2C,,,,,
139,Pocopay,FinTech,-,11,? 81.2K,? 223.4K,2014,http://www.pocopay.com/
140,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
141,,,model,count 3Q,taxes 3Q,3Q,founded,
142,Guardarian OU,FinTech,"B2B, B2C,",10,? 81.1K,? 628.2K,2017,guardarian.com
143,,,B2B2C,,,,,
144,Emphy,TravelTech,-,39,? 78.7K,? 1.6K,2017,https://emphy.io/
145,Snackable,Communication,-,11,? 75.9K,? 832.4K,2019,https://www.snackable.ai/
146,Area9 Rhapsode,EdTech,"B2B, B2G,",22,? 75.4K,? 198.7K,2021,https://area9lyceum.com
147,,,B2B2C,,,,,
148,Viveo Health,"HealthTech, Life","B2B, B2C",11,? 74.7K,-,2017,www.viveohealth.com
149,,sciences &,,,,,,
150,,Wellness,,,,,,
151,GlobalReader,Advanced,B2B,17,? 74K,? 292.2K,2014,www.globalreader.eu
152,,Manufacturing,,,,,,
153,,& Industry,,,,,,
154,SportID,"HealthTech, Life","B2B, B2C",21,? 73.7K,? 338.9K,2012,www.stebby.eu
155,,sciences &,,,,,,
156,,Wellness,,,,,,
157,Bikeep,Transportation,"B2B, B2G,",26,? 73.3K,? 229.5K,2012,http://bikeep.com
158,,& Logistics,B2B2C,,,,,
159,Fusebox,CleanTech,"B2B,",11,? 73.3K,? 119.4K,2014,www.fusebox.energy
160,,,B2B2C,,,,,
161,SensusQ,Communication,B2G,10,? 72.1K,? 12.7K,2020,www.sensusq.com
162,Remato,PropTech &,B2B,15,? 70.9K,? 167.3K,2018,https://remato.com
163,,Construction,,,,,,
164,Bisly,PropTech &,B2B,13,? 68K,? 454.4K,2011,www.bisly.com
165,,Construction,,,,,,
166,1oT,Communication,B2B,20,? 67.7K,? 685.8K,2016,http://1oT.com/
167,self-driving ELMO Rent,Transportation,"B2B, B2C,",20,? 67.7K,? 220.1K,2017,www.elmorent.ee
168,,& Logistics,B2B2C,,,,,
169,Weekdone,Business,B2B,15,? 67.3K,? 212.4K,2012,weekdone.com
170,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
171,,,model,count 3Q,taxes 3Q,3Q,founded,
172,,software & HR,,,,,,
173,NodeSWAT,Business,-,18,? 66.3K,? 362.8K,2012,https://nodeswat.com/
174,,software & HR,,,,,,
175,Opiq,EdTech,"B2B,",19,? 65.6K,? 614.1K,2013,http://www.opiq.ee
176,,,B2B2C,,,,,
177,Resys,FinTech,-,7,? 65.5K,? 111.6K,2016,http://www.resys.io/
178,Smaily email marketing,Business,"B2C,",12,? 65.4K,? 300K,2015,https://smaily.com
179,and automation,software & HR,B2B2C,,,,,
180,ESTO,FinTech,B2B2C,52,? 65.3K,? 225.8K,2017,https://esto.ee
181,Atomic Wallet,FinTech,B2C,5,? 65.2K,? 3M,2018,https://atomicwallet.io/
182,Synctuition OU,"HealthTech, Life","B2B, B2C",18,? 65K,? 1.6M,2016,www.synctuition.com
183,,sciences &,,,,,,
184,,Wellness,,,,,,
185,Nevercode,Business,B2B,12,? 64.4K,? 42.9K,2015,https://codemagic.io
186,,software & HR,,,,,,
187,GScan,Advanced,B2G,22,? 63.1K,? 34K,2018,https://gscan.eu
188,,Manufacturing,,,,,,
189,,& Industry,,,,,,
190,Credy,FinTech,B2C,11,? 63K,? 1.7M,2015,www.credy.com
191,Outfunnel,AdTech &,B2B,10,? 62.6K,? 182.3K,2018,https://outfunnel.com
192,,Creative Tech,,,,,,
193,Uku,Consumer,"B2B,",16,? 62.3K,? 386.8K,2017,getuku.com
194,,products and,B2B2C,,,,,
195,,services,,,,,,
196,Wolf3D,Gaming,"B2B,",12,? 60.7K,? 88.7K,2014,www.wolf3d.io
197,,,B2B2C,,,,,
198,Ignium,FinTech,"B2B,",14,? 60.3K,? 12.7K,2019,www.ignium.io
199,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
200,,,model,count 3Q,taxes 3Q,3Q,founded,
201,Bercman Technologies,CleanTech,"B2B, B2G",17,? 60K,? 86.7K,2016,www.bercman.com
202,Warren,Communication,"B2B,",10,? 59.2K,? 110.4K,2012,https://warren.io
203,,,B2B2C,,,,,
204,HUUM,Consumer,-,27,? 59K,? 1.6M,2013,http://huum.eu/
205,,products and,,,,,,
206,,services,,,,,,
207,Vok Bikes,Transportation,"B2B,",29,? 56.1K,? 98K,2019,https://www.vokbikes.com/
208,,& Logistics,B2B2C,,,,,
209,Paywerk,FinTech,"B2B, B2C,",6,? 55.2K,? 69.8K,2021,https://paywerk.co
210,,,B2B2C,,,,,
211,Teamscope,Business,B2B,6,? 53.9K,? 61.3K,2015,https://teamscope.io
212,,software & HR,,,,,,
213,Fyma OU,PropTech &,"B2B, B2G",10,? 53K,? 10.6K,2017,www.fyma.ai
214,,Construction,,,,,,
215,UpSteam,CleanTech,"B2B, B2C",12,? 51.3K,? 155.5K,2017,https://www.upsteam.ee/eng.html
216,Spaceit,SpaceTech,"B2B,",10,? 51.1K,? 91.4K,2015,https://www.spaceit.eu/
217,,,B2B2C,,,,,
218,Sentinel,CyberTech,"B2B, B2G",12,? 50.7K,? 522.5K,2018,https://thesentinel.ai
219,Rendin,PropTech &,"B2C,",14,? 50.3K,? 8.6K,2019,www.rendin.co
220,,Construction,B2B2C,,,,,
221,Laava Tech (previously,AgTech &,"B2B, B2C,",12,? 50K,? 6.2K,2017,laavatech.com
222,ArtiSun),FoodTech,B2B2C,,,,,
223,Digital Sputnik,AdTech &,"B2B, B2C",8,? 48.9K,? 205K,2014,www.digitalsputnik.com
224,,Creative Tech,,,,,,
225,Clickwork Games,Gaming,-,11,? 48.3K,? 437.1K,2019,https://clickworkgames.com/
226,Fintech-Market,FinTech,"B2B,",11,? 47.7K,? 215.7K,2018,https://www.fintech-market.com
227,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
228,,,model,count 3Q,taxes 3Q,3Q,founded,
229,BASIS ID,CyberTech,"B2B, B2C",13,? 46.7K,? 4.5K,2016,https://basisid.com
230,MotherLink,AdTech &,B2B,13,? 46.6K,? 725.1K,2017,https://motherlink.io
231,,Creative Tech,,,,,,
232,Clanbeat,EdTech,"B2B, B2G",8,? 45.2K,? 4K,2018,clanbeat.com
233,KappaZeta,SpaceTech,"B2B, B2G",16,? 44.9K,? 158.7K,2015,www.kappazeta.ee
234,LightCode Photonics,Advanced,B2B,17,? 43.8K,? 869,2020,www.lightcodephotonics.com
235,,Manufacturing,,,,,,
236,,& Industry,,,,,,
237,UBIK Solutions,CleanTech,"B2B, B2C,",1,? 43.8K,? 28.5K,2011,www.ubiksolutions.eu
238,,,B2B2C,,,,,
239,Overstep by Gamecan,Gaming,"B2B, B2C",20,? 42.9K,? 166.5K,2015,www.overstepgame.com
240,Respiray,"HealthTech, Life","B2B, B2C",13,? 42.6K,? 76.6K,2020,www.respiray.com
241,,sciences &,,,,,,
242,,Wellness,,,,,,
243,Speys,Transportation,B2B,7,? 42.5K,? 509.9K,2016,https://www.speys.com/
244,,& Logistics,,,,,,
245,Yaga,Consumer,C2C,9,? 42.2K,? 206.8K,2017,yaga.co.za
246,,products and,,,,,,
247,,services,,,,,,
248,FoodDocs,AgTech &,B2B,15,? 41.8K,? 125.1K,2017,www.fooddocs.com
249,,FoodTech,,,,,,
250,Medihub,"HealthTech, Life",B2B,21,? 40.5K,? 783,2015,https://medihub.me/en
251,,sciences &,,,,,,
252,,Wellness,,,,,,
253,Haut.AI,"HealthTech, Life","B2B,",5,? 40.1K,? 188.3K,2018,https://haut.ai/
254,,sciences &,B2B2C,,,,,
255,,Wellness,,,,,,
256,Bankish,FinTech,B2B,7,? 39.7K,? 116.6K,2017,www.bankish.eu
257,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
258,,,model,count 3Q,taxes 3Q,3Q,founded,
259,ParcelSea,Transportation,"B2B, B2C,",7,? 39.2K,? 52.6K,2020,https://parcelsea.com/en
260,,& Logistics,B2B2C,,,,,
261,Brightspark,Business,B2B,9,? 38.6K,? 37.9K,2011,https://lexi.market
262,,software & HR,,,,,,
263,Solarstone,CleanTech,"B2B, B2C,",30,? 38.3K,? 466.5K,2015,https://solarstone.com
264,,,B2B2C,,,,,
265,Eurostep Digital,FinTech,B2B,6,? 38.2K,? 7.8K,2017,www.eurostepdigital.com
266,Advendor,AdTech &,-,10,? 37.8K,? 530.3K,2014,https://advendor.net/
267,,Creative Tech,,,,,,
268,Find Fashion,AdTech &,B2B,15,? 37.5K,? 58K,2019,find.fashion
269,,Creative Tech,,,,,,
270,Woola,CleanTech,B2B,13,? 37.3K,? 26.2K,2020,woola.xyz
271,Avokaado,Business,"B2B, B2C",9,? 36.5K,? 144.6K,2015,www.avokaado.com
272,,software & HR,,,,,,
273,Nobe Cars,Advanced,"B2B, B2G,",8,? 35.8K,? 32.9K,2017,www.mynobe.com
274,,Manufacturing,C2C,,,,,
275,,& Industry,,,,,,
276,voog,Business,-,8,? 34.9K,? 164K,2011,https://www.voog.com/en
277,,software & HR,,,,,,
278,Timbeter,Advanced,-,14,? 34.9K,? 201.1K,2013,http://www.timbeter.com/
279,,Manufacturing,,,,,,
280,,& Industry,,,,,,
281,Mekl,Business,B2B,6,? 34.8K,? 331.5K,2019,https://www.mekl.io/
282,,software & HR,,,,,,
283,Bidrento,PropTech &,B2B,9,? 34.2K,? 23.5K,2019,https://bidrento.com/
284,,Construction,,,,,,
285,Devolon,FinTech,"B2B, B2C",8,? 34.1K,? 377.3K,2014,-
286,HIGH MOBILITY,Transportation,B2B2C,6,? 33.6K,? 110.7K,2013,https://high-mobility.com/
287,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
288,,,model,count 3Q,taxes 3Q,3Q,founded,
289,,& Logistics,,,,,,
290,Degritter,Consumer,B2B2C,13,? 33.2K,? 808.3K,2015,https://degritter.com
291,,products and,,,,,,
292,,services,,,,,,
293,99math,EdTech,"B2C,",10,? 33.1K,-,2019,www.99math.com
294,,,B2B2C,,,,,
295,FeelingStream,Business,"B2B,",22,? 33.1K,? 125.3K,2015,https://www.feelingstream.com
296,,software & HR,B2B2C,,,,,
297,Blockhive,FinTech,-,5,? 33.1K,? 124.9K,2017,http://blockhive.ee/
298,Autobahn,Transportation,"B2B,",4,? 32.5K,? 96K,2013,www.autobahn.tech
299,,& Logistics,B2B2C,,,,,
300,Lightyear,FinTech,-,4,? 32.1K,-,2021,https://golightyear.com/
301,FleetGuru,Business,B2B,5,? 31.9K,? 12.9K,2020,fleetguru.app
302,,software & HR,,,,,,
303,Sentinel dVPN,CyberTech,B2C,6,? 31.8K,? 194.3K,2021,https://sentinel.co
304,Fairown,FinTech,B2B,9,? 31.6K,-,2018,www.fairown.com
305,Coursy.io,Business,"B2B, B2G,",5,? 31.3K,? 72K,2019,https://www.coursy.io/
306,,software & HR,B2B2C,,,,,
307,Scanbro,Advanced,B2B,6,? 30.7K,? 29K,2017,https://scanbro.com
308,,Manufacturing,,,,,,
309,,& Industry,,,,,,
310,Eziil Production,Advanced,B2B,10,? 30.4K,? 99.9K,2016,www.eziil.com
311,Intelligence OU,Manufacturing,,,,,,
312,,& Industry,,,,,,
313,PARSIQ,FinTech,"B2B, B2C",9,? 29.9K,? 838.4K,2018,https://www.parsiq.net/
314,So.Fa.Dog,AdTech &,"B2B,",5,? 29.4K,? 16.4K,2020,https://so.fa.dog
315,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
316,,,model,count 3Q,taxes 3Q,3Q,founded,
317,BLE Locking,Consumer,"B2B, B2C,",3,? 29K,? 72K,2018,www.blelocking.com
318,,products and,B2B2C,,,,,
319,,services,,,,,,
320,DriveX,Transportation,"B2B,",7,? 28.7K,? 72.4K,2019,www.drivex.ee
321,,& Logistics,B2B2C,,,,,
322,Fitlap OU,"HealthTech, Life",B2C,7,? 28.6K,? 225.3K,2015,https://fitlap.ee
323,,sciences &,,,,,,
324,,Wellness,,,,,,
325,upitech,"HealthTech, Life",-,-,? 28.4K,? 216.6K,2014,http://www.upitech.ee/
326,,sciences &,,,,,,
327,,Wellness,,,,,,
328,Mediamodifier,AdTech &,"B2B, B2C,",10,? 28.4K,? 117.9K,2019,https://mediamodifier.com
329,,Creative Tech,B2B2C,,,,,
330,DefSecIntel,CyberTech,"B2B, B2G",6,? 28.2K,? 348.8K,2018,www.defsecintel.com
331,Thinnect,Communication,B2B,16,? 28K,? 150.2K,2015,www.thinnect.com
332,Cachet,FinTech,B2B2C,5,? 27.4K,? 138.3K,2018,www.cachet.me
333,Gridio,CleanTech,"B2C,",7,? 27.3K,? 21.6K,2018,https://gridio.io/en
334,,,B2B2C,,,,,
335,Rexplorer,CleanTech,"B2B, B2C",7,? 27.2K,? 45.6K,2020,https://www.rexplorer.ee/
336,ViisTek Media OU,AdTech &,"B2C,",7,? 27.2K,? 146.4K,2012,http://www.viistek.com/
337,,Creative Tech,B2B2C,,,,,
338,Antegenes,"HealthTech, Life","B2B, B2C,",10,? 27K,? 7.3K,2018,www.antegenes.com
339,,sciences &,B2B2C,,,,,
340,,Wellness,,,,,,
341,REBELROAM OU,CyberTech,"B2B,",7,? 27K,? 327.7K,2015,www.rebelroam.com
342,,,B2B2C,,,,,
343,EFENCO,CleanTech,B2B,7,? 27K,? 52.5K,2015,efenco.eu
344,Promoty,AdTech &,B2B,7,? 26.7K,? 270.9K,2017,https://www.promoty.io
345,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
346,,,model,count 3Q,taxes 3Q,3Q,founded,
347,,Creative Tech,,,,,,
348,Citybee,Transportation,B2C,12,? 26.6K,? 1.4M,2019,www.citybee.ee
349,,& Logistics,,,,,,
350,Modash,AdTech &,B2B,8,? 26K,? 290.5K,2018,https://www.modash.io/
351,,Creative Tech,,,,,,
352,IPDx,"HealthTech, Life","B2B, B2C",8,? 26K,? 67.8K,2017,www.ipdx.eu
353,,sciences &,,,,,,
354,,Wellness,,,,,,
355,ProBit Exchange,FinTech,"B2B, B2C",8,? 25.6K,-,2020,www.probit.com
356,Income,FinTech,"B2B, B2C",8,? 25.3K,? 125.6K,2020,www.getincome.com
357,Crowdestate,FinTech,"B2B, B2C",4,? 25.3K,? 333.3K,2019,www.crowdestate.eu
358,Moderan Solutions,PropTech &,B2B,7,? 24.7K,? 58.8K,2015,https://www.moderansolutions.com
359,,Construction,,,,,,
360,Liigu,TravelTech,B2C,12,? 24.7K,? 875.7K,2021,https://liigu.me
361,Airobot,CleanTech,"B2B, B2C",7,? 24.6K,? 239.3K,2013,www.airobot.ee
362,Companio (formerly Your,Business,B2B,8,? 24.4K,? 271.9K,2018,https://companio.co
363,Company In Estonia),software & HR,,,,,,
364,Superhands,CleanTech,"B2B, B2C,",12,? 24.2K,? 105.6K,2014,https://superhands.ee/en/
365,,,B2B2C,,,,,
366,Lydian,AdTech &,"B2B,",8,? 23.9K,? 65K,2018,getlydian.com
367,,Creative Tech,B2B2C,,,,,
368,Viseven,Business,-,5,? 23.6K,? 7.5M,2014,https://viseven.com
369,,software & HR,,,,,,
370,10Lines,Advanced,B2B,9,? 23.4K,? 7.3K,2019,www.10-lines.com
371,,Manufacturing,,,,,,
372,,& Industry,,,,,,
373,Mothership,FinTech,"B2B, B2C",2,? 23.2K,? 484,2017,https://mothership.cx
374,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
375,,,model,count 3Q,taxes 3Q,3Q,founded,
376,Hanse Digital Access,FinTech,B2B2C,5,? 23.1K,? 15.4K,2018,www.hansedigitalaccess.com
377,Elsavie,"HealthTech, Life","B2B, B2C",8,? 23K,? 82.7K,2020,www.elsavie.com
378,,sciences &,,,,,,
379,,Wellness,,,,,,
380,Machineric,Business,B2B,8,? 22.9K,? 14K,2020,https://machineric.com
381,,software & HR,,,,,,
382,Mikaels Lab,Business,-,4,? 22.3K,? 426.4K,2018,https://mikaels.com/
383,,software & HR,,,,,,
384,SoftComply,"HealthTech, Life",B2B,4,? 22.2K,? 155.9K,2016,https://softcomply.com/
385,,sciences &,,,,,,
386,,Wellness,,,,,,
387,RecruitLab,Business,"B2B, B2G",5,? 22.1K,? 42.7K,2020,https://recruitlab.co.uk
388,,software & HR,,,,,,
389,Kriptomat,FinTech,B2C,3,? 22.1K,? 555.5K,2018,https://kriptomat.io/
390,Envoice,FinTech,-,9,? 21.3K,? 98.2K,2015,https://envoice.eu/et/
391,Dermtest OU,"HealthTech, Life","B2B, B2G,",10,? 21.1K,? 31.7K,2013,www.dermtest.com
392,,sciences &,B2B2C,,,,,
393,,Wellness,,,,,,
394,Siffi,"HealthTech, Life","B2B,",7,? 21K,? 111.4K,2018,www.siffi.com
395,,sciences &,B2B2C,,,,,
396,,Wellness,,,,,,
397,Videolevels OU,Consumer,B2B,4,? 20.9K,? 139.9K,2016,www.videolevels.com
398,,products and,,,,,,
399,,services,,,,,,
400,LoQuiz,TravelTech,B2B,7,? 20.8K,? 108K,2011,loquiz.com
401,Patchstack,CyberTech,B2B,4,? 20.7K,? 72.2K,2017,https://www.patchstack.com/
402,Hygify,"HealthTech, Life","B2B,",8,? 20.7K,? 59.7K,2018,www.hygify.info
403,Name,Sector,Business,Employee,Employment,Turnover,Year,Webpage
404,,,model,count 3Q,taxes 3Q,3Q,founded,
405,,Wellness,,,,,,
406,GuestJoy,TravelTech,"B2B,",6,? 20.7K,? 110K,2014,https://guestjoy.com/
407,,,B2B2C,,,,,
408,Gratitude Services,Consumer,"B2B, B2C",13,? 20.6K,? 17.8K,2019,https://gratitudeservices.com
409,,products and,,,,,,
410,,services,,,,,,
411,VideoCV OU,Business,B2B,7,? 20.3K,? 15.6K,2016,https://videocv.io/en
412,,software & HR,,,,,,
413,VIVITA International OU,EdTech,B2C,7,? 20.2K,? 469,2018,www.vivita.co
414,Parcelfellow,Transportation,B2B2C,12,? 19.7K,? 261.5K,2014,www.parcelfellows.com
415,,& Logistics,,,,,,
416,TEXTA OU,Communication,"B2B, B2G",10,? 19.6K,? 58K,2016,www.texta.ee
417,SPEAKLY,EdTech,"B2B, B2C",17,? 19.3K,? 143.9K,2018,https://www.speakly.me
418,Lokimo,TravelTech,B2B2C,3,? 19.3K,? 69.7K,2017,www.lokimo.ee
419,Yanu,Consumer,"B2B, B2C",5,? 19.2K,? 13.4K,2018,https://yanu.ai
420,,products and,,,,,,
421,,services,,,,,,
422,Saunum,Consumer,B2C,2,? 19.2K,? 31.4K,2014,www.saunum.com
423,,products and,,,,,,
424,,services,,,,,,
425,eID Easy,CyberTech,"B2B,",5,? 19.1K,? 19K,2016,https://eideasy.com
426,,,B2B2C,,,,,
427,Investly,FinTech,B2B,5,? 19.1K,? 59.3K,2014,https://investly.co
